timestamp,ticker,open,high,low,close,volume
2025-11-17 10:00:00,AAPL,269.52,270.52,269.21,269.75,3851
2025-11-17 10:01:00,AAPL,270.39,271.36,270.04,270.7,3569
2025-11-17 10:02:00,AAPL,271.66,272.21,271.01,271.56,2433
2025-11-17 10:03:00,AAPL,271.14,271.66,270.48,270.5,834
2025-11-17 10:04:00,AAPL,270.12,270.73,270.06,270.19,3945
2025-11-17 10:05:00,AAPL,271.01,271.71,270.35,271.34,3108
2025-11-17 10:06:00,AAPL,271.41,272.2,271.11,271.52,2225
2025-11-17 10:07:00,AAPL,271.17,271.73,270.49,270.56,4898
2025-11-17 10:08:00,AAPL,268.33,269.09,267.43,267.6,4804
2025-11-17 10:09:00,AAPL,267.8,268.07,267.25,267.65,1991
2025-11-17 10:10:00,AAPL,266.16,266.61,265.35,266.46,1184
2025-11-17 10:11:00,AAPL,265.62,266.37,264.96,265.92,810
2025-11-17 10:12:00,AAPL,265.74,265.74,265.55,265.62,3976
2025-11-17 10:13:00,AAPL,266.69,267.15,265.73,266.53,1505
2025-11-17 10:14:00,AAPL,268.34,269.05,268.15,268.23,2883
2025-11-17 10:15:00,AAPL,267.51,267.91,266.96,267.01,2766
2025-11-17 10:16:00,AAPL,266.06,266.3,265.44,265.56,2877
2025-11-17 10:17:00,AAPL,264.24,264.95,263.27,264.74,2531
2025-11-17 10:18:00,AAPL,263.1,263.37,262.64,263.09,3867
2025-11-17 10:19:00,AAPL,262.56,262.87,261.96,262.01,4499
2025-11-17 10:20:00,AAPL,262.42,262.91,261.55,262.86,4796
2025-11-17 10:21:00,AAPL,265.02,265.15,264.91,264.96,1612
2025-11-17 10:22:00,AAPL,266.25,267.14,265.41,267.04,1473
2025-11-17 10:23:00,AAPL,267.4,267.54,267.1,267.42,3992
2025-11-17 10:24:00,AAPL,267.39,267.78,266.68,266.81,1576
2025-11-17 10:25:00,AAPL,265.85,266.75,265.8,265.94,3636
2025-11-17 10:26:00,AAPL,264.7,264.73,264.41,264.46,2505
2025-11-17 10:27:00,AAPL,265.75,265.83,264.81,265.49,833
2025-11-17 10:28:00,AAPL,266.88,267.09,266.51,266.76,2999
2025-11-17 10:29:00,AAPL,265.62,266.2,265.45,265.7,3503
2025-11-17 10:30:00,AAPL,264.94,265.89,264.85,264.97,1774
2025-11-17 10:31:00,AAPL,265.59,266.29,265.14,265.35,2381
2025-11-17 10:32:00,AAPL,264.34,264.62,263.67,264.01,2344
2025-11-17 10:33:00,AAPL,264.77,265.49,263.83,265.21,2420
2025-11-17 10:34:00,AAPL,266.83,267.14,265.92,266.27,3275
2025-11-17 10:35:00,AAPL,267.6,268.58,267.2,268.52,1708
2025-11-17 10:36:00,AAPL,268.88,269.75,268.0,268.04,4744
2025-11-17 10:37:00,AAPL,269.49,270.34,268.5,269.09,3092
2025-11-17 10:38:00,AAPL,270.03,270.91,269.28,269.31,672
2025-11-17 10:39:00,AAPL,268.81,269.22,268.15,268.78,4887
2025-11-17 10:40:00,AAPL,269.3,269.32,268.71,268.94,4479
2025-11-17 10:41:00,AAPL,269.47,269.89,268.98,269.74,4331
2025-11-17 10:42:00,AAPL,272.08,272.32,271.13,272.0,2953
2025-11-17 10:43:00,AAPL,271.97,272.69,271.54,271.87,3988
2025-11-17 10:44:00,AAPL,270.15,270.74,269.86,270.25,3710
2025-11-17 10:45:00,AAPL,270.4,271.11,270.4,271.08,4100
2025-11-17 10:46:00,AAPL,274.69,275.29,274.49,275.03,4145
2025-11-17 10:47:00,AAPL,272.29,272.5,272.29,272.47,4516
2025-11-17 10:48:00,AAPL,273.16,273.84,272.8,273.06,1065
2025-11-17 10:49:00,AAPL,273.9,274.32,273.57,273.61,3407
2025-11-17 10:50:00,AAPL,274.21,274.33,273.76,273.99,1354
2025-11-17 10:51:00,AAPL,273.59,273.65,272.65,273.0,964
2025-11-17 10:52:00,AAPL,273.07,273.73,272.09,272.92,1276
2025-11-17 10:53:00,AAPL,273.03,273.72,272.34,272.43,2597
2025-11-17 10:54:00,AAPL,273.15,273.2,272.95,273.09,3944
2025-11-17 10:55:00,AAPL,272.82,273.02,272.14,272.58,2326
2025-11-17 10:56:00,AAPL,274.3,274.54,273.31,274.33,542
2025-11-17 10:57:00,AAPL,275.52,276.2,274.54,275.77,761
2025-11-17 10:58:00,AAPL,274.58,275.54,274.39,274.92,3555
2025-11-17 10:59:00,AAPL,275.47,276.07,274.78,275.47,3807
2025-11-17 11:00:00,AAPL,275.97,276.45,275.34,275.65,3944
2025-11-17 11:01:00,AAPL,276.88,277.29,276.08,277.14,3739
2025-11-17 11:02:00,AAPL,276.78,277.03,276.66,277.01,3320
2025-11-17 11:03:00,AAPL,277.71,278.29,277.55,277.6,2631
2025-11-17 11:04:00,AAPL,278.88,279.86,278.76,278.86,4236
2025-11-17 11:05:00,AAPL,279.98,280.58,279.72,280.33,4804
2025-11-17 11:06:00,AAPL,280.66,280.72,279.86,280.46,1318
2025-11-17 11:07:00,AAPL,280.59,281.13,279.76,280.77,4075
2025-11-17 11:08:00,AAPL,283.95,284.94,283.13,283.47,1872
2025-11-17 11:09:00,AAPL,284.23,285.23,283.87,283.93,4816
2025-11-17 11:10:00,AAPL,284.46,284.61,283.47,284.55,2184
2025-11-17 11:11:00,AAPL,285.56,286.15,284.78,284.94,1189
2025-11-17 11:12:00,AAPL,284.7,285.21,284.58,285.05,2836
2025-11-17 11:13:00,AAPL,284.31,284.65,283.85,284.05,1729
2025-11-17 11:14:00,AAPL,283.27,283.59,282.83,283.58,573
2025-11-17 11:15:00,AAPL,284.18,284.61,283.69,284.26,4198
2025-11-17 11:16:00,AAPL,286.54,287.49,286.0,286.06,3290
2025-11-17 11:17:00,AAPL,286.61,287.6,286.5,286.69,3486
2025-11-17 11:18:00,AAPL,286.22,287.13,285.38,286.33,3400
2025-11-17 11:19:00,AAPL,288.72,289.23,288.49,289.04,1878
2025-11-17 11:20:00,AAPL,288.81,289.28,288.4,289.03,683
2025-11-17 11:21:00,AAPL,288.14,288.89,288.05,288.57,3261
2025-11-17 11:22:00,AAPL,288.44,289.2,287.45,287.85,2995
2025-11-17 11:23:00,AAPL,288.0,288.07,287.51,288.06,4018
2025-11-17 11:24:00,AAPL,287.7,288.11,287.37,287.93,1789
2025-11-17 11:25:00,AAPL,289.78,289.91,289.55,289.86,3442
2025-11-17 11:26:00,AAPL,290.16,290.33,289.24,289.86,653
2025-11-17 11:27:00,AAPL,289.66,290.54,289.48,290.31,4356
2025-11-17 11:28:00,AAPL,290.8,291.36,290.04,290.3,1011
2025-11-17 11:29:00,AAPL,287.83,288.25,287.54,288.08,759
2025-11-17 11:30:00,AAPL,286.66,286.94,286.15,286.93,2534
2025-11-17 11:31:00,AAPL,287.32,287.85,286.68,286.73,2258
2025-11-17 11:32:00,AAPL,287.2,287.31,286.98,287.09,3763
2025-11-17 11:33:00,AAPL,288.06,288.83,287.93,288.19,3225
2025-11-17 11:34:00,AAPL,286.32,287.14,285.82,286.93,508
2025-11-17 11:35:00,AAPL,286.88,287.2,286.66,287.11,818
2025-11-17 11:36:00,AAPL,286.77,286.77,286.57,286.69,523
2025-11-17 11:37:00,AAPL,288.67,288.96,288.04,288.7,1362
2025-11-17 11:38:00,AAPL,288.08,288.44,287.37,287.83,877
2025-11-17 11:39:00,AAPL,289.37,290.3,288.82,288.85,1854
2025-11-17 11:40:00,AAPL,288.73,288.84,287.91,288.5,2964
2025-11-17 11:41:00,AAPL,286.55,287.21,285.74,286.65,3199
2025-11-17 11:42:00,AAPL,286.61,287.35,286.09,286.48,1407
2025-11-17 11:43:00,AAPL,286.56,286.71,285.7,285.78,2045
2025-11-17 11:44:00,AAPL,287.22,287.59,286.34,286.98,3334
2025-11-17 11:45:00,AAPL,286.95,287.37,286.55,286.7,1703
2025-11-17 11:46:00,AAPL,285.39,285.85,284.65,285.74,2610
2025-11-17 11:47:00,AAPL,283.52,283.58,283.08,283.49,632
2025-11-17 11:48:00,AAPL,283.61,283.67,283.36,283.56,1592
2025-11-17 11:49:00,AAPL,283.93,284.22,283.36,284.11,1315
2025-11-17 11:50:00,AAPL,284.27,284.57,283.59,284.46,4410
2025-11-17 11:51:00,AAPL,285.0,285.3,284.78,284.99,2483
2025-11-17 11:52:00,AAPL,284.07,284.27,284.05,284.15,3136
2025-11-17 11:53:00,AAPL,283.91,284.15,283.6,283.73,4715
2025-11-17 11:54:00,AAPL,284.31,285.12,284.01,284.67,722
2025-11-17 11:55:00,AAPL,286.19,286.28,285.78,286.06,1687
2025-11-17 11:56:00,AAPL,286.88,287.87,286.33,287.82,2283
2025-11-17 11:57:00,AAPL,288.33,288.71,287.61,287.89,3250
2025-11-17 11:58:00,AAPL,286.32,286.7,286.24,286.43,4529
2025-11-17 11:59:00,AAPL,287.31,287.52,287.26,287.26,3828
2025-11-17 12:00:00,AAPL,287.15,287.63,286.6,287.04,678
2025-11-17 12:01:00,AAPL,286.22,286.76,285.39,285.52,3890
2025-11-17 12:02:00,AAPL,284.58,284.98,283.8,284.7,2526
2025-11-17 12:03:00,AAPL,283.27,283.7,282.6,283.4,2611
2025-11-17 12:04:00,AAPL,283.45,284.08,282.99,283.59,592
2025-11-17 12:05:00,AAPL,283.55,284.32,283.33,283.65,2790
2025-11-17 12:06:00,AAPL,284.2,284.85,283.43,283.98,3310
2025-11-17 12:07:00,AAPL,283.02,283.39,282.03,282.32,1484
2025-11-17 12:08:00,AAPL,283.91,284.88,283.83,284.68,1999
2025-11-17 12:09:00,AAPL,283.87,284.55,283.39,284.49,1372
2025-11-17 12:10:00,AAPL,284.63,285.54,284.62,284.74,1753
2025-11-17 12:11:00,AAPL,284.04,284.68,283.41,284.51,4964
2025-11-17 12:12:00,AAPL,283.89,284.57,283.45,284.04,3936
2025-11-17 12:13:00,AAPL,285.28,286.17,284.68,285.98,3681
2025-11-17 12:14:00,AAPL,286.96,287.25,286.73,287.08,4281
2025-11-17 12:15:00,AAPL,289.09,289.09,288.34,288.71,1328
2025-11-17 12:16:00,AAPL,288.54,288.76,288.02,288.07,1193
2025-11-17 12:17:00,AAPL,288.75,289.73,288.09,288.51,3312
2025-11-17 12:18:00,AAPL,288.21,288.22,287.44,287.62,718
2025-11-17 12:19:00,AAPL,286.85,286.92,286.68,286.85,4996
2025-11-17 12:20:00,AAPL,286.97,287.76,286.57,287.06,1384
2025-11-17 12:21:00,AAPL,287.61,287.7,286.78,286.95,4433
2025-11-17 12:22:00,AAPL,287.21,287.41,286.51,286.68,3829
2025-11-17 12:23:00,AAPL,286.03,286.32,285.93,286.0,4797
2025-11-17 12:24:00,AAPL,286.44,287.01,285.82,286.51,1570
2025-11-17 12:25:00,AAPL,287.87,287.95,286.88,287.7,4313
2025-11-17 12:26:00,AAPL,287.08,288.08,286.82,286.85,1258
2025-11-17 12:27:00,AAPL,286.59,287.34,286.15,286.45,2347
2025-11-17 12:28:00,AAPL,285.4,285.77,284.61,285.23,1550
2025-11-17 12:29:00,AAPL,284.96,285.84,284.45,285.34,524
2025-11-17 12:30:00,AAPL,284.75,285.0,283.95,284.39,1213
2025-11-17 12:31:00,AAPL,283.99,284.06,283.5,283.78,2025
2025-11-17 12:32:00,AAPL,285.81,286.56,285.57,285.69,1536
2025-11-17 12:33:00,AAPL,286.52,286.77,286.37,286.42,2175
2025-11-17 12:34:00,AAPL,286.95,287.06,286.89,287.06,2904
2025-11-17 12:35:00,AAPL,285.68,286.62,285.23,285.44,4676
2025-11-17 12:36:00,AAPL,286.17,286.75,285.73,286.72,678
2025-11-17 12:37:00,AAPL,285.22,285.62,284.71,284.78,3366
2025-11-17 12:38:00,AAPL,283.36,283.53,283.08,283.4,2550
2025-11-17 12:39:00,AAPL,283.46,284.41,283.06,283.74,534
2025-11-17 12:40:00,AAPL,283.17,283.98,282.74,283.87,1344
2025-11-17 12:41:00,AAPL,284.91,285.34,284.21,285.22,3571
2025-11-17 12:42:00,AAPL,284.24,285.09,283.35,284.93,3050
2025-11-17 12:43:00,AAPL,285.3,285.65,285.15,285.48,4742
2025-11-17 12:44:00,AAPL,286.7,287.36,285.98,286.07,4781
2025-11-17 12:45:00,AAPL,283.93,284.39,283.09,284.18,4244
2025-11-17 12:46:00,AAPL,285.0,285.32,284.94,285.03,3189
2025-11-17 12:47:00,AAPL,285.02,285.54,284.06,285.51,2536
2025-11-17 12:48:00,AAPL,284.37,285.27,283.91,284.04,1564
2025-11-17 12:49:00,AAPL,283.27,284.1,282.78,283.38,4148
2025-11-17 12:50:00,AAPL,284.01,284.28,283.25,283.45,974
2025-11-17 12:51:00,AAPL,282.96,283.38,282.5,283.03,3298
2025-11-17 12:52:00,AAPL,283.01,283.52,282.64,283.11,4896
2025-11-17 12:53:00,AAPL,281.95,282.39,281.89,282.15,3045
2025-11-17 12:54:00,AAPL,282.16,282.4,281.35,281.9,4320
2025-11-17 12:55:00,AAPL,281.79,281.94,281.11,281.51,4022
2025-11-17 12:56:00,AAPL,281.67,281.93,281.15,281.51,2913
2025-11-17 12:57:00,AAPL,281.62,282.44,281.3,282.33,4938
2025-11-17 12:58:00,AAPL,280.41,281.06,279.9,280.57,4613
2025-11-17 12:59:00,AAPL,279.23,279.96,278.24,278.29,3769
2025-11-17 13:00:00,AAPL,277.39,278.28,277.38,278.26,2818
2025-11-17 13:01:00,AAPL,278.26,278.32,278.22,278.24,1034
2025-11-17 13:02:00,AAPL,278.39,278.8,278.14,278.41,4729
2025-11-17 13:03:00,AAPL,278.07,278.12,277.52,277.99,4016
2025-11-17 13:04:00,AAPL,278.49,278.64,278.45,278.51,2580
2025-11-17 13:05:00,AAPL,279.67,279.95,279.32,279.64,1694
2025-11-17 13:06:00,AAPL,280.99,281.89,280.57,280.87,2466
2025-11-17 13:07:00,AAPL,279.85,279.95,279.17,279.27,4741
2025-11-17 13:08:00,AAPL,280.24,280.53,279.43,280.47,849
2025-11-17 13:09:00,AAPL,280.69,281.55,279.75,280.52,1476
2025-11-17 13:10:00,AAPL,279.7,280.22,278.95,280.03,1847
2025-11-17 13:11:00,AAPL,281.0,281.8,281.0,281.53,4509
2025-11-17 13:12:00,AAPL,280.56,281.15,280.16,280.32,2771
2025-11-17 13:13:00,AAPL,280.6,280.8,279.77,279.79,2271
2025-11-17 13:14:00,AAPL,280.0,280.15,279.43,279.56,752
2025-11-17 13:15:00,AAPL,280.77,281.39,280.34,281.14,2190
2025-11-17 13:16:00,AAPL,281.24,282.15,280.98,281.76,4037
2025-11-17 13:17:00,AAPL,280.41,281.12,279.88,280.94,4759
2025-11-17 13:18:00,AAPL,281.61,282.18,280.8,281.95,3123
2025-11-17 13:19:00,AAPL,283.22,283.65,282.81,283.59,4417
2025-11-17 13:20:00,AAPL,283.87,283.93,283.18,283.67,3849
2025-11-17 13:21:00,AAPL,284.5,285.5,283.56,284.66,1434
2025-11-17 13:22:00,AAPL,286.71,286.97,286.67,286.93,859
2025-11-17 13:23:00,AAPL,286.87,287.4,286.04,287.2,1000
2025-11-17 13:24:00,AAPL,288.59,289.17,288.56,288.58,1600
2025-11-17 13:25:00,AAPL,287.11,287.2,286.44,286.71,1861
2025-11-17 13:26:00,AAPL,287.23,287.63,287.09,287.54,2792
2025-11-17 13:27:00,AAPL,288.24,288.46,287.93,288.45,3381
2025-11-17 13:28:00,AAPL,289.62,289.76,289.11,289.24,3251
2025-11-17 13:29:00,AAPL,288.86,289.47,288.11,288.92,3310
2025-11-17 13:30:00,AAPL,288.5,288.71,288.06,288.48,3181
2025-11-17 13:31:00,AAPL,288.56,288.61,288.34,288.46,657
2025-11-17 13:32:00,AAPL,288.91,289.84,288.6,289.83,1179
2025-11-17 13:33:00,AAPL,289.29,289.33,288.64,289.17,1152
2025-11-17 13:34:00,AAPL,287.89,288.1,286.89,287.24,892
2025-11-17 13:35:00,AAPL,287.35,287.87,286.55,287.55,2894
2025-11-17 13:36:00,AAPL,287.31,288.29,286.39,287.09,920
2025-11-17 13:37:00,AAPL,287.6,287.67,287.43,287.43,2078
2025-11-17 13:38:00,AAPL,287.29,287.88,287.13,287.17,2416
2025-11-17 13:39:00,AAPL,286.84,287.36,285.86,285.92,1807
2025-11-17 13:40:00,AAPL,286.64,287.02,286.62,286.81,2841
2025-11-17 13:41:00,AAPL,285.15,285.58,285.12,285.19,2702
2025-11-17 13:42:00,AAPL,286.09,286.86,285.67,285.96,4988
2025-11-17 13:43:00,AAPL,285.25,285.81,284.65,284.86,1553
2025-11-17 13:44:00,AAPL,285.35,285.62,285.02,285.54,1403
2025-11-17 13:45:00,AAPL,283.81,283.97,283.29,283.35,1770
2025-11-17 13:46:00,AAPL,283.58,283.81,282.73,283.3,4602
2025-11-17 13:47:00,AAPL,282.86,283.58,282.04,283.23,3199
2025-11-17 13:48:00,AAPL,282.91,282.96,282.01,282.77,3901
2025-11-17 13:49:00,AAPL,285.14,285.53,284.72,285.41,2711
2025-11-17 13:50:00,AAPL,286.45,287.15,286.22,286.27,1658
2025-11-17 13:51:00,AAPL,287.85,288.4,287.4,287.72,778
2025-11-17 13:52:00,AAPL,287.45,287.92,286.88,286.95,1491
2025-11-17 13:53:00,AAPL,287.94,288.19,286.94,287.4,874
2025-11-17 13:54:00,AAPL,287.43,287.92,287.09,287.8,692
2025-11-17 13:55:00,AAPL,288.14,288.32,287.45,287.47,3311
2025-11-17 13:56:00,AAPL,287.1,287.28,286.47,286.51,4199
2025-11-17 13:57:00,AAPL,287.63,287.95,287.62,287.89,2620
2025-11-17 13:58:00,AAPL,287.78,288.57,287.17,288.04,2124
2025-11-17 13:59:00,AAPL,288.02,288.51,287.56,287.64,1158
2025-11-17 14:00:00,AAPL,288.32,289.29,288.06,288.52,984
2025-11-17 14:01:00,AAPL,288.17,288.7,288.15,288.33,4985
2025-11-17 14:02:00,AAPL,287.05,287.06,286.26,287.03,733
2025-11-17 14:03:00,AAPL,288.6,289.46,288.45,289.11,4371
2025-11-17 14:04:00,AAPL,288.49,289.1,287.58,288.42,2563
2025-11-17 14:05:00,AAPL,288.93,289.8,288.58,289.34,3354
2025-11-17 14:06:00,AAPL,289.17,289.99,289.11,289.66,1471
2025-11-17 14:07:00,AAPL,290.35,291.26,290.0,291.03,3259
2025-11-17 14:08:00,AAPL,291.21,291.69,290.93,291.32,1377
2025-11-17 14:09:00,AAPL,290.07,290.3,289.08,289.38,2752
2025-11-17 14:10:00,AAPL,288.07,288.47,287.62,287.75,1849
2025-11-17 14:11:00,AAPL,287.96,288.56,287.05,287.82,811
2025-11-17 14:12:00,AAPL,288.54,288.91,288.23,288.71,3349
2025-11-17 14:13:00,AAPL,289.51,290.26,289.45,290.13,2853
2025-11-17 14:14:00,AAPL,288.56,288.78,288.35,288.6,3242
2025-11-17 14:15:00,AAPL,288.79,289.25,288.1,289.14,4496
2025-11-17 14:16:00,AAPL,289.07,289.35,288.62,288.79,913
2025-11-17 14:17:00,AAPL,287.54,287.93,287.21,287.24,2734
2025-11-17 14:18:00,AAPL,288.24,288.64,288.05,288.36,4165
2025-11-17 14:19:00,AAPL,288.56,288.7,288.04,288.63,1022
2025-11-17 14:20:00,AAPL,290.24,290.44,290.1,290.14,2231
2025-11-17 14:21:00,AAPL,290.58,290.75,289.95,290.22,2512
2025-11-17 14:22:00,AAPL,291.11,291.48,290.11,290.88,2717
2025-11-17 14:23:00,AAPL,291.35,291.65,290.48,291.18,3973
2025-11-17 14:24:00,AAPL,290.33,291.26,289.54,290.61,601
2025-11-17 14:25:00,AAPL,291.01,291.35,290.8,291.23,2209
2025-11-17 14:26:00,AAPL,290.61,290.96,290.06,290.37,1233
2025-11-17 14:27:00,AAPL,289.91,290.83,289.39,290.0,4616
2025-11-17 14:28:00,AAPL,291.03,291.21,290.91,291.1,1228
2025-11-17 14:29:00,AAPL,290.62,290.96,290.11,290.91,3415
2025-11-17 14:30:00,AAPL,289.08,289.14,289.0,289.05,2247
2025-11-17 14:31:00,AAPL,289.35,289.84,288.49,289.67,1602
2025-11-17 14:32:00,AAPL,290.31,290.71,290.24,290.29,2398
2025-11-17 14:33:00,AAPL,290.47,291.08,289.74,289.85,3288
2025-11-17 14:34:00,AAPL,290.74,291.5,290.12,290.71,3027
2025-11-17 14:35:00,AAPL,290.79,290.97,290.07,290.57,1798
2025-11-17 14:36:00,AAPL,289.49,289.75,289.39,289.51,2338
2025-11-17 14:37:00,AAPL,291.42,292.16,290.57,291.08,3268
2025-11-17 14:38:00,AAPL,291.04,291.9,290.69,291.62,1720
2025-11-17 14:39:00,AAPL,290.74,291.09,290.23,290.3,4306
2025-11-17 14:40:00,AAPL,289.8,290.79,289.52,290.64,4285
2025-11-17 14:41:00,AAPL,290.71,291.46,289.92,289.95,3578
2025-11-17 14:42:00,AAPL,289.94,290.91,289.77,290.46,2311
2025-11-17 14:43:00,AAPL,292.2,292.96,291.29,291.9,2035
2025-11-17 14:44:00,AAPL,290.74,290.91,289.94,290.27,2221
2025-11-17 14:45:00,AAPL,289.68,289.7,289.66,289.68,3110
2025-11-17 14:46:00,AAPL,288.29,288.6,287.75,287.86,2130
2025-11-17 14:47:00,AAPL,287.65,288.53,287.04,287.76,2050
2025-11-17 14:48:00,AAPL,286.38,286.57,286.12,286.48,1178
2025-11-17 14:49:00,AAPL,286.47,287.44,285.91,286.32,4186
2025-11-17 14:50:00,AAPL,284.79,285.72,284.07,284.81,2952
2025-11-17 14:51:00,AAPL,284.77,284.83,284.28,284.5,3440
2025-11-17 14:52:00,AAPL,282.97,283.65,282.68,283.46,3028
2025-11-17 14:53:00,AAPL,282.55,282.79,281.94,282.32,2999
2025-11-17 14:54:00,AAPL,283.33,283.58,283.33,283.43,2393
2025-11-17 14:55:00,AAPL,282.01,282.88,281.82,282.18,4466
2025-11-17 14:56:00,AAPL,282.64,283.05,282.26,282.37,2077
2025-11-17 14:57:00,AAPL,281.02,281.46,280.06,281.44,3626
2025-11-17 14:58:00,AAPL,281.45,282.36,281.06,281.6,2812
2025-11-17 14:59:00,AAPL,283.05,283.33,282.07,282.58,2518
2025-11-17 15:00:00,AAPL,283.84,284.56,283.3,284.18,1338
2025-11-17 15:01:00,AAPL,285.82,286.51,285.66,286.03,1782
2025-11-17 15:02:00,AAPL,286.41,287.07,285.83,286.64,2453
2025-11-17 15:03:00,AAPL,286.79,287.08,285.91,286.91,4626
2025-11-17 15:04:00,AAPL,287.66,287.87,286.85,287.23,3545
2025-11-17 15:05:00,AAPL,286.83,286.85,286.31,286.48,4320
2025-11-17 15:06:00,AAPL,286.96,287.08,286.82,287.04,2860
2025-11-17 15:07:00,AAPL,288.7,289.25,288.68,288.74,1717
2025-11-17 15:08:00,AAPL,289.78,290.05,289.08,289.44,1487
2025-11-17 15:09:00,AAPL,290.51,290.55,289.93,290.09,4792
2025-11-17 15:10:00,AAPL,288.59,289.58,287.84,289.27,1499
2025-11-17 15:11:00,AAPL,289.49,289.73,288.61,288.7,3879
2025-11-17 15:12:00,AAPL,288.58,288.61,287.61,288.32,2962
2025-11-17 15:13:00,AAPL,287.18,287.83,287.02,287.24,2510
2025-11-17 15:14:00,AAPL,285.99,286.35,285.15,286.26,4021
2025-11-17 15:15:00,AAPL,286.16,287.07,285.88,286.52,1478
2025-11-17 15:16:00,AAPL,286.51,287.18,286.34,286.46,2682
2025-11-17 15:17:00,AAPL,286.37,286.87,285.56,285.69,1000
2025-11-17 15:18:00,AAPL,283.71,284.58,283.6,283.65,2497
2025-11-17 15:19:00,AAPL,283.44,283.9,282.79,283.34,1815
2025-11-17 15:20:00,AAPL,284.76,285.3,284.27,284.36,653
2025-11-17 15:21:00,AAPL,285.14,285.16,284.25,284.63,4108
2025-11-17 15:22:00,AAPL,283.66,284.61,283.39,284.07,4850
2025-11-17 15:23:00,AAPL,285.15,285.85,284.82,285.43,4798
2025-11-17 15:24:00,AAPL,284.61,284.7,284.26,284.29,965
2025-11-17 15:25:00,AAPL,286.27,286.71,286.02,286.29,707
2025-11-17 15:26:00,AAPL,286.21,286.74,286.19,286.21,1021
2025-11-17 15:27:00,AAPL,286.29,287.05,285.33,286.65,1192
2025-11-17 15:28:00,AAPL,287.37,288.24,287.22,287.5,3699
2025-11-17 15:29:00,AAPL,286.56,286.97,285.89,286.74,3770
2025-11-17 15:30:00,AAPL,286.19,286.31,285.52,285.72,3153
2025-11-17 15:31:00,AAPL,287.29,287.38,286.31,286.34,1575
2025-11-17 15:32:00,AAPL,286.61,286.62,286.39,286.56,4891
2025-11-17 15:33:00,AAPL,285.33,286.08,285.01,285.73,1961
2025-11-17 15:34:00,AAPL,283.96,284.21,283.71,283.99,4649
2025-11-17 15:35:00,AAPL,283.99,284.15,283.16,283.65,4306
2025-11-17 15:36:00,AAPL,283.5,284.02,283.38,283.87,2664
2025-11-17 15:37:00,AAPL,284.29,285.01,283.78,284.82,4195
2025-11-17 15:38:00,AAPL,284.53,284.84,284.19,284.76,2915
2025-11-17 15:39:00,AAPL,285.39,286.11,284.57,285.12,1389
2025-11-17 15:40:00,AAPL,286.18,286.82,285.9,286.76,4625
2025-11-17 15:41:00,AAPL,286.39,287.23,285.91,286.6,968
2025-11-17 15:42:00,AAPL,286.5,286.78,286.24,286.33,1350
2025-11-17 15:43:00,AAPL,287.2,288.09,286.55,287.11,1330
2025-11-17 15:44:00,AAPL,285.56,286.14,284.6,284.71,2007
2025-11-17 15:45:00,AAPL,284.73,285.04,283.85,283.94,4481
2025-11-17 15:46:00,AAPL,283.84,284.55,282.96,283.49,2094
2025-11-17 15:47:00,AAPL,282.74,282.9,282.36,282.78,4259
